"state","pollster","size","date","candidate","percentage"
"","Ipsos",955,"3/17/20 9:34","Sanders",45
"","Ipsos",955,"3/17/20 9:34","Trump",39
"Michigan","Hodas & Associates",600,"3/27/20 6:20","Biden",51.83
"Michigan","Hodas & Associates",600,"3/27/20 6:20","Trump",44.67
"Michigan","Hodas & Associates",600,"3/27/20 6:20","Sanders",50.67
"Michigan","Hodas & Associates",600,"3/27/20 6:20","Trump",45.17
"","RMG Research",1000,"3/16/20 18:08","Biden",47
"","RMG Research",1000,"3/16/20 18:08","Trump",43
"","RMG Research",1000,"3/16/20 18:08","Sanders",45
"","RMG Research",1000,"3/16/20 18:08","Trump",45
"","Garin-Hart-Yang Research Group",1015,"7/23/20 16:56","Biden",51
"","Garin-Hart-Yang Research Group",1015,"7/23/20 16:56","Trump",43
"","Morning Consult",9979,"3/17/20 5:56","Biden",48
"","Morning Consult",9979,"3/17/20 5:56","Trump",42
"","Morning Consult",9979,"3/17/20 5:56","Sanders",47
"","Morning Consult",9979,"3/17/20 5:56","Trump",42
"Arizona","Marist College",2523,"3/16/20 12:00","Biden",47
"Arizona","Marist College",2523,"3/16/20 12:00","Trump",46
"Arizona","Marist College",2523,"3/16/20 12:00","Sanders",45
"Arizona","Marist College",2523,"3/16/20 12:00","Trump",48
"Arizona","Monmouth University",847,"3/16/20 6:56","Biden",46
"Arizona","Monmouth University",847,"3/16/20 6:56","Trump",43
"Arizona","Monmouth University",847,"3/16/20 6:57","Sanders",43
"Arizona","Monmouth University",847,"3/16/20 6:57","Trump",44
"","NBC News/The Wall Street Journal",900,"3/15/20 8:54","Biden",52
"","NBC News/The Wall Street Journal",900,"3/15/20 8:54","Trump",43
"","NBC News/The Wall Street Journal",900,"3/15/20 8:54","Sanders",49
"","NBC News/The Wall Street Journal",900,"3/15/20 8:54","Trump",45
"Ohio","Marist College",1710,"3/16/20 12:00","Biden",49
"Ohio","Marist College",1710,"3/16/20 12:00","Trump",45
"Ohio","Marist College",1710,"3/16/20 12:00","Sanders",48
"Ohio","Marist College",1710,"3/16/20 12:00","Trump",46
"Florida","Latino Decisions",1071,"3/16/20 12:07","Biden",45
"Florida","Latino Decisions",1071,"3/16/20 12:07","Trump",48
"Florida","Latino Decisions",1071,"3/16/20 12:07","Sanders",42
"Florida","Latino Decisions",1071,"3/16/20 12:07","Trump",49
"","Hofstra University",1500,"3/19/20 8:13","Biden",50.6
"","Hofstra University",1500,"3/19/20 8:13","Trump",49.4
"","Hofstra University",1500,"3/19/20 8:13","Sanders",50.1
"","Hofstra University",1500,"3/19/20 8:13","Trump",49.9
"Connecticut","Sacred Heart University",1000,"3/19/20 8:13","Biden",51.9
"Connecticut","Sacred Heart University",1000,"3/19/20 8:13","Trump",35.6
"Connecticut","Sacred Heart University",1000,"3/19/20 8:14","Sanders",49.6
"Connecticut","Sacred Heart University",1000,"3/19/20 8:14","Trump",38
"Wisconsin","Public Policy Polling",1727,"3/12/20 8:35","Biden",48
"Wisconsin","Public Policy Polling",1727,"3/12/20 8:35","Trump",45
"Wisconsin","Public Policy Polling",1727,"3/12/20 8:35","Sanders",48
"Wisconsin","Public Policy Polling",1727,"3/12/20 8:35","Trump",46
"Kansas","Public Policy Polling",1567,"3/12/20 8:35","Biden",40
"Kansas","Public Policy Polling",1567,"3/12/20 8:35","Trump",52
"Kansas","Public Policy Polling",1567,"3/12/20 8:35","Sanders",40
"Kansas","Public Policy Polling",1567,"3/12/20 8:35","Trump",52
"","YouGov",1240,"3/12/20 16:45","Biden",45
"","YouGov",1240,"3/12/20 16:45","Trump",41
"","YouGov",1242,"3/12/20 16:45","Sanders",45
"","YouGov",1242,"3/12/20 16:45","Trump",42
"","Civiqs",1441,"3/12/20 12:41","Sanders",49
"","Civiqs",1441,"3/12/20 12:41","Trump",46
"","Civiqs",1441,"3/12/20 12:41","Biden",48
"","Civiqs",1441,"3/12/20 12:41","Trump",46
"Arizona","Latino Decisions",1036,"3/13/20 9:58","Biden",50
"Arizona","Latino Decisions",1036,"3/13/20 9:58","Trump",42
"Arizona","Latino Decisions",1036,"3/13/20 9:58","Sanders",48
"Arizona","Latino Decisions",1036,"3/13/20 9:58","Trump",43
"","YouGov",1191,"3/11/20 9:14","Biden",47
"","YouGov",1191,"3/11/20 9:14","Trump",43
"","YouGov",1191,"3/11/20 9:14","Sanders",47
"","YouGov",1191,"3/11/20 9:14","Trump",43
"Michigan","AtlasIntel",1100,"3/9/20 22:41","Sanders",45.5
"Michigan","AtlasIntel",1100,"3/9/20 22:41","Trump",43.4
"Michigan","AtlasIntel",1100,"3/9/20 22:41","Biden",44.1
"Michigan","AtlasIntel",1100,"3/9/20 22:41","Trump",45.5
"","Ipsos",1114,"3/10/20 12:08","Biden",39
"","Ipsos",1114,"3/10/20 12:08","Trump",39
"","Ipsos",956,"3/10/20 12:08","Biden",44
"","Ipsos",956,"3/10/20 12:08","Trump",42
"","Ipsos",1114,"3/10/20 12:08","Sanders",40
"","Ipsos",1114,"3/10/20 12:08","Trump",39
"","Ipsos",956,"3/10/20 12:08","Sanders",43
"","Ipsos",956,"3/10/20 12:08","Trump",42
"Michigan","YouGov",566,"3/9/20 14:12","Biden",45
"Michigan","YouGov",566,"3/9/20 14:12","Trump",41
"Michigan","YouGov",566,"3/9/20 14:12","Sanders",43
"Michigan","YouGov",566,"3/9/20 14:12","Trump",42
"Pennsylvania","YouGov",725,"3/9/20 14:13","Biden",46
"Pennsylvania","YouGov",725,"3/9/20 14:13","Trump",40
"Pennsylvania","YouGov",725,"3/9/20 14:13","Sanders",43
"Pennsylvania","YouGov",725,"3/9/20 14:13","Trump",41
"Wisconsin","YouGov",459,"3/9/20 14:13","Biden",44
"Wisconsin","YouGov",459,"3/9/20 14:13","Trump",42
"Wisconsin","YouGov",459,"3/9/20 14:13","Sanders",46
"Wisconsin","YouGov",459,"3/9/20 14:13","Trump",40
"","Rasmussen Reports/Pulse Opinion Research",1000,"3/9/20 10:30","Biden",48
"","Rasmussen Reports/Pulse Opinion Research",1000,"3/9/20 10:30","Trump",42
"Michigan","Monmouth University",977,"3/9/20 13:05","Sanders",46
"Michigan","Monmouth University",977,"3/9/20 13:05","Trump",41
"Michigan","Monmouth University",977,"3/9/20 13:05","Biden",48
"Michigan","Monmouth University",977,"3/9/20 13:05","Trump",41
"","Quinnipiac University",1261,"3/9/20 15:03","Biden",52
"","Quinnipiac University",1261,"3/9/20 15:03","Trump",41
"","Quinnipiac University",1261,"3/9/20 15:03","Sanders",49
"","Quinnipiac University",1261,"3/9/20 15:03","Trump",42
"","Morning Consult",6112,"3/10/20 5:42","Biden",48
"","Morning Consult",6112,"3/10/20 5:42","Trump",41
"","Morning Consult",6112,"3/10/20 5:42","Sanders",47
"","Morning Consult",6112,"3/10/20 5:42","Trump",41
"Oklahoma","Amber Integrated",500,"3/11/20 16:04","Biden",33
"Oklahoma","Amber Integrated",500,"3/11/20 16:04","Trump",57
"Oklahoma","Amber Integrated",500,"3/11/20 16:04","Sanders",30
"Oklahoma","Amber Integrated",500,"3/11/20 16:04","Trump",59
"Michigan","Optimus",550,"3/9/20 8:49","Biden",44.34
"Michigan","Optimus",550,"3/9/20 8:49","Trump",46.49
"Michigan","Optimus",550,"3/9/20 8:49","Sanders",41.17
"Michigan","Optimus",550,"3/9/20 8:49","Trump",47.64
"Pennsylvania","Optimus",533,"3/9/20 8:49","Biden",43.77
"Pennsylvania","Optimus",533,"3/9/20 8:49","Trump",45.44
"Pennsylvania","Optimus",533,"3/9/20 8:49","Sanders",42.4
"Pennsylvania","Optimus",533,"3/9/20 8:49","Trump",46.14
"Wisconsin","Optimus",502,"3/9/20 8:49","Biden",43.07
"Wisconsin","Optimus",502,"3/9/20 8:49","Trump",44.56
"Wisconsin","Optimus",502,"3/9/20 8:49","Sanders",42.33
"Wisconsin","Optimus",502,"3/9/20 8:49","Trump",48.26
"Florida","Florida Atlantic University",1216,"3/10/20 8:10","Biden",49.4
"Florida","Florida Atlantic University",1216,"3/10/20 8:10","Trump",50.6
"Florida","Florida Atlantic University",1216,"3/10/20 8:10","Sanders",47.3
"Florida","Florida Atlantic University",1216,"3/10/20 8:10","Trump",52.7
"","SSRS",1084,"3/9/20 7:16","Biden",53
"","SSRS",1084,"3/9/20 7:16","Trump",43
"","SSRS",1084,"3/9/20 7:16","Sanders",52
"","SSRS",1084,"3/9/20 7:16","Trump",45
"Washington","SurveyUSA",992,"3/10/20 23:28","Biden",57
"Washington","SurveyUSA",992,"3/10/20 23:28","Trump",34
"Washington","SurveyUSA",992,"3/10/20 23:28","Sanders",56
"Washington","SurveyUSA",992,"3/10/20 23:28","Trump",35
"Washington","SurveyUSA",992,"3/10/20 23:28","Warren",52
"Washington","SurveyUSA",992,"3/10/20 23:28","Trump",38
"North Dakota","DFM Research",400,"3/9/20 11:24","Biden",38
"North Dakota","DFM Research",400,"3/9/20 11:24","Trump",55
"North Dakota","DFM Research",400,"3/9/20 11:24","Sanders",33
"North Dakota","DFM Research",400,"3/9/20 11:24","Trump",58
"Iowa","Selzer & Co.",667,"3/11/20 20:43","Biden",41
"Iowa","Selzer & Co.",667,"3/11/20 20:43","Trump",51
"Iowa","Selzer & Co.",667,"3/11/20 20:43","Bloomberg",34
"Iowa","Selzer & Co.",667,"3/11/20 20:43","Trump",53
"Iowa","Selzer & Co.",667,"3/11/20 20:43","Sanders",41
"Iowa","Selzer & Co.",667,"3/11/20 20:43","Trump",53
"Iowa","Selzer & Co.",667,"3/11/20 20:43","Warren",40
"Iowa","Selzer & Co.",667,"3/11/20 20:43","Trump",52
"Arizona","OH Predictive Insights",600,"3/13/20 8:54","Biden",49
"Arizona","OH Predictive Insights",600,"3/13/20 8:54","Trump",43
"Arizona","OH Predictive Insights",600,"3/13/20 8:54","Sanders",38
"Arizona","OH Predictive Insights",600,"3/13/20 8:54","Trump",45
"Maine","Public Policy Polling",872,"3/5/20 8:02","Biden",52
"Maine","Public Policy Polling",872,"3/5/20 8:02","Trump",42
"Maine","Public Policy Polling",872,"3/5/20 8:02","Sanders",52
"Maine","Public Policy Polling",872,"3/5/20 8:02","Trump",42
"Arizona","Public Policy Polling",666,"3/5/20 8:02","Biden",48
"Arizona","Public Policy Polling",666,"3/5/20 8:02","Trump",47
"Arizona","Public Policy Polling",666,"3/5/20 8:02","Sanders",46
"Arizona","Public Policy Polling",666,"3/5/20 8:02","Trump",47
"California","AtlasIntel",1100,"3/2/20 17:43","Sanders",60
"California","AtlasIntel",1100,"3/2/20 17:43","Trump",27.7
"California","AtlasIntel",1100,"3/2/20 17:43","Warren",60
"California","AtlasIntel",1100,"3/2/20 17:43","Trump",27.7
"California","AtlasIntel",1100,"3/2/20 17:43","Biden",62.1
"California","AtlasIntel",1100,"3/2/20 17:43","Trump",26.2
"California","AtlasIntel",1100,"3/2/20 17:43","Bloomberg",50.5
"California","AtlasIntel",1100,"3/2/20 17:43","Trump",25.1
"Texas","AtlasIntel",1100,"3/2/20 20:07","Sanders",42.5
"Texas","AtlasIntel",1100,"3/2/20 20:07","Trump",48.7
"Texas","AtlasIntel",1100,"3/2/20 20:07","Warren",39.7
"Texas","AtlasIntel",1100,"3/2/20 20:07","Trump",48.8
"Texas","AtlasIntel",1100,"3/2/20 20:07","Biden",42.8
"Texas","AtlasIntel",1100,"3/2/20 20:07","Trump",46.5
"Texas","AtlasIntel",1100,"3/2/20 20:07","Bloomberg",35.5
"Texas","AtlasIntel",1100,"3/2/20 20:07","Trump",47.8
"Georgia","University of Georgia",1117,"3/4/20 6:59","Biden",43.1
"Georgia","University of Georgia",1117,"3/4/20 6:59","Trump",51.4
"Georgia","University of Georgia",1117,"3/4/20 6:59","Sanders",40.9
"Georgia","University of Georgia",1117,"3/4/20 6:59","Trump",52.4
"Georgia","University of Georgia",1117,"3/4/20 6:59","Bloomberg",41.6
"Georgia","University of Georgia",1117,"3/4/20 6:59","Trump",49.7
"Georgia","University of Georgia",1117,"3/4/20 6:59","Warren",41.6
"Georgia","University of Georgia",1117,"3/4/20 6:59","Trump",51.8
"Utah","RMG Research",1000,"3/6/20 0:14","Biden",33
"Utah","RMG Research",1000,"3/6/20 0:14","Trump",50
"Utah","RMG Research",1000,"3/6/20 0:14","Sanders",33
"Utah","RMG Research",1000,"3/6/20 0:14","Trump",50
"Utah","RMG Research",1000,"3/6/20 0:14","Warren",28
"Utah","RMG Research",1000,"3/6/20 0:14","Trump",50
"","IBD/TIPP",839,"3/2/20 9:29","Biden",49
"","IBD/TIPP",839,"3/2/20 9:29","Trump",46
"","IBD/TIPP",839,"3/2/20 9:29","Sanders",49
"","IBD/TIPP",839,"3/2/20 9:29","Trump",47
"","IBD/TIPP",839,"3/2/20 9:29","Warren",48
"","IBD/TIPP",839,"3/2/20 9:29","Trump",46
"","IBD/TIPP",839,"3/2/20 9:29","Bloomberg",48
"","IBD/TIPP",839,"3/2/20 9:29","Trump",45
"","IBD/TIPP",839,"3/4/20 11:18","Buttigieg",48
"","IBD/TIPP",839,"3/4/20 11:18","Trump",45
"","IBD/TIPP",839,"3/4/20 11:18","Klobuchar",46
"","IBD/TIPP",839,"3/4/20 11:18","Trump",46
"North Carolina","East Carolina University",1288,"3/1/20 9:39","Biden",48.1
"North Carolina","East Carolina University",1288,"3/1/20 9:39","Trump",45.5
"North Carolina","East Carolina University",1288,"3/1/20 9:39","Sanders",43.2
"North Carolina","East Carolina University",1288,"3/1/20 9:39","Trump",47.6
"North Carolina","East Carolina University",1288,"3/1/20 9:39","Bloomberg",45.4
"North Carolina","East Carolina University",1288,"3/1/20 9:39","Trump",46.4
"North Carolina","East Carolina University",1288,"3/1/20 9:39","Warren",40.9
"North Carolina","East Carolina University",1288,"3/1/20 9:39","Trump",49.3
"California","YouGov",1507,"3/2/20 11:02","Biden",59
"California","YouGov",1507,"3/2/20 11:02","Trump",31
"California","YouGov",1507,"3/2/20 11:02","Bloomberg",51
"California","YouGov",1507,"3/2/20 11:02","Trump",32
"California","YouGov",1507,"3/2/20 11:02","Buttigieg",54
"California","YouGov",1507,"3/2/20 11:02","Trump",33
"California","YouGov",1507,"3/2/20 11:02","Klobuchar",54
"California","YouGov",1507,"3/2/20 11:02","Trump",31
"California","YouGov",1507,"3/2/20 11:03","Sanders",59
"California","YouGov",1507,"3/2/20 11:03","Trump",31
"California","YouGov",1507,"3/2/20 11:03","Warren",57
"California","YouGov",1507,"3/2/20 11:03","Trump",32
"Mississippi","Mason-Dixon Polling & Strategy",625,"3/5/20 8:16","Biden",41
"Mississippi","Mason-Dixon Polling & Strategy",625,"3/5/20 8:16","Trump",56
"Mississippi","Mason-Dixon Polling & Strategy",625,"3/5/20 8:16","Sanders",36
"Mississippi","Mason-Dixon Polling & Strategy",625,"3/5/20 8:16","Trump",59
"","Harris Insights & Analytics",654,"3/10/20 13:40","Bloomberg",55
"","Harris Insights & Analytics",654,"3/10/20 13:40","Trump",45
"","Harris Insights & Analytics",643,"3/10/20 13:40","Sanders",54
"","Harris Insights & Analytics",643,"3/10/20 13:40","Trump",46
"","Harris Insights & Analytics",651,"3/10/20 13:40","Biden",55
"","Harris Insights & Analytics",651,"3/10/20 13:40","Trump",45
"","Harris Insights & Analytics",644,"3/10/20 13:40","Warren",51
"","Harris Insights & Analytics",644,"3/10/20 13:40","Trump",49
"South Carolina","AtlasIntel",1100,"2/28/20 18:55","Sanders",42.4
"South Carolina","AtlasIntel",1100,"2/28/20 18:55","Trump",48.2
"South Carolina","AtlasIntel",1100,"2/28/20 18:55","Warren",40.7
"South Carolina","AtlasIntel",1100,"2/28/20 18:55","Trump",49.2
"South Carolina","AtlasIntel",1100,"2/28/20 18:55","Biden",41.8
"South Carolina","AtlasIntel",1100,"2/28/20 18:55","Trump",47.6
"South Carolina","AtlasIntel",1100,"2/28/20 18:55","Buttigieg",37
"South Carolina","AtlasIntel",1100,"2/28/20 18:55","Trump",47.9
"Virginia","Hampton University",768,"3/3/20 0:21","Biden",45
"Virginia","Hampton University",768,"3/3/20 0:21","Trump",38
"Virginia","Hampton University",768,"3/3/20 0:21","Sanders",44
"Virginia","Hampton University",768,"3/3/20 0:21","Trump",39
"Virginia","Hampton University",768,"3/3/20 0:21","Warren",42
"Virginia","Hampton University",768,"3/3/20 0:21","Trump",40
"Virginia","Hampton University",768,"3/3/20 0:21","Buttigieg",41
"Virginia","Hampton University",768,"3/3/20 0:21","Trump",38
"Virginia","Hampton University",768,"3/3/20 0:21","Klobuchar",39
"Virginia","Hampton University",768,"3/3/20 0:21","Trump",37
"Virginia","Hampton University",768,"3/3/20 0:21","Bloomberg",43
"Virginia","Hampton University",768,"3/3/20 0:21","Trump",38
"","YouGov",1662,"2/28/20 14:44","Sanders",48
"","YouGov",1662,"2/28/20 14:44","Trump",42
"","YouGov",1662,"2/28/20 14:44","Biden",50
"","YouGov",1662,"2/28/20 14:44","Trump",41
"","YouGov",1662,"3/2/20 9:29","Bloomberg",43
"","YouGov",1662,"3/2/20 9:29","Trump",41
"","YouGov",1662,"3/2/20 9:29","Buttigieg",46
"","YouGov",1662,"3/2/20 9:29","Trump",43
"","YouGov",1662,"3/2/20 9:29","Warren",47
"","YouGov",1662,"3/2/20 9:29","Trump",43
"Missouri","Remington Research Group",1050,"2/29/20 10:06","Sanders",37
"Missouri","Remington Research Group",1050,"2/29/20 10:06","Trump",52
"Missouri","Remington Research Group",1050,"2/29/20 10:06","Biden",42
"Missouri","Remington Research Group",1050,"2/29/20 10:06","Trump",52
"Missouri","Remington Research Group",1050,"2/29/20 10:06","Bloomberg",39
"Missouri","Remington Research Group",1050,"2/29/20 10:06","Trump",51
"Missouri","Remington Research Group",1050,"2/29/20 10:06","Warren",35
"Missouri","Remington Research Group",1050,"2/29/20 10:06","Trump",53
"Missouri","Remington Research Group",1050,"2/29/20 10:06","Buttigieg",37
"Missouri","Remington Research Group",1050,"2/29/20 10:06","Trump",52
"","Morning Consult",6117,"2/28/20 15:26","Sanders",47
"","Morning Consult",6117,"2/28/20 15:26","Trump",41
"","Morning Consult",6117,"2/28/20 15:26","Biden",46
"","Morning Consult",6117,"2/28/20 15:26","Trump",42
"","Morning Consult",6117,"2/28/20 15:26","Bloomberg",43
"","Morning Consult",6117,"2/28/20 15:26","Trump",42
"","Morning Consult",6117,"2/28/20 15:26","Buttigieg",43
"","Morning Consult",6117,"2/28/20 15:26","Trump",42
"","Morning Consult",6117,"2/28/20 15:26","Warren",42
"","Morning Consult",6117,"2/28/20 15:26","Trump",43
"North Carolina","Marist College",2120,"3/1/20 8:59","Sanders",48
"North Carolina","Marist College",2120,"3/1/20 8:59","Trump",46
"North Carolina","Marist College",2120,"3/1/20 8:59","Biden",49
"North Carolina","Marist College",2120,"3/1/20 8:59","Trump",45
"Texas","Marist College",2409,"3/1/20 8:59","Sanders",45
"Texas","Marist College",2409,"3/1/20 8:59","Trump",49
"Texas","Marist College",2409,"3/1/20 8:59","Biden",45
"Texas","Marist College",2409,"3/1/20 8:59","Trump",49
"","Fox News/Beacon Research/Shaw & Co. Research",1000,"2/27/20 18:14","Biden",49
"","Fox News/Beacon Research/Shaw & Co. Research",1000,"2/27/20 18:14","Trump",41
"","Fox News/Beacon Research/Shaw & Co. Research",1000,"2/27/20 18:15","Warren",46
"","Fox News/Beacon Research/Shaw & Co. Research",1000,"2/27/20 18:15","Trump",43
"","Fox News/Beacon Research/Shaw & Co. Research",1000,"2/27/20 18:15","Sanders",49
"","Fox News/Beacon Research/Shaw & Co. Research",1000,"2/27/20 18:15","Trump",42
"","Fox News/Beacon Research/Shaw & Co. Research",1000,"2/27/20 18:15","Buttigieg",45
"","Fox News/Beacon Research/Shaw & Co. Research",1000,"2/27/20 18:15","Trump",42
"","Fox News/Beacon Research/Shaw & Co. Research",1000,"2/27/20 18:15","Bloomberg",48
"","Fox News/Beacon Research/Shaw & Co. Research",1000,"2/27/20 18:15","Trump",40
"","Fox News/Beacon Research/Shaw & Co. Research",1000,"2/27/20 18:15","Klobuchar",44
"","Fox News/Beacon Research/Shaw & Co. Research",1000,"2/27/20 18:15","Trump",43
"California","SSRS",951,"2/28/20 12:13","Biden",60
"California","SSRS",951,"2/28/20 12:13","Trump",35
"California","SSRS",951,"2/28/20 12:14","Bloomberg",55
"California","SSRS",951,"2/28/20 12:14","Trump",35
"California","SSRS",951,"2/28/20 12:14","Buttigieg",56
"California","SSRS",951,"2/28/20 12:14","Trump",35
"California","SSRS",951,"2/28/20 12:14","Klobuchar",55
"California","SSRS",951,"2/28/20 12:14","Trump",35
"California","SSRS",951,"2/28/20 12:14","Sanders",59
"California","SSRS",951,"2/28/20 12:14","Trump",36
"California","SSRS",951,"2/28/20 12:14","Warren",56
"California","SSRS",951,"2/28/20 12:14","Trump",37
"Texas","SSRS",1003,"2/28/20 12:14","Biden",48
"Texas","SSRS",1003,"2/28/20 12:14","Trump",47
"Texas","SSRS",1003,"2/28/20 12:14","Bloomberg",46
"Texas","SSRS",1003,"2/28/20 12:14","Trump",47
"Texas","SSRS",1003,"2/28/20 12:14","Buttigieg",47
"Texas","SSRS",1003,"2/28/20 12:14","Trump",48
"Texas","SSRS",1003,"2/28/20 12:14","Klobuchar",45
"Texas","SSRS",1003,"2/28/20 12:14","Trump",48
"Texas","SSRS",1003,"2/28/20 12:14","Sanders",46
"Texas","SSRS",1003,"2/28/20 12:14","Trump",48
"Texas","SSRS",1003,"2/28/20 12:14","Warren",47
"Texas","SSRS",1003,"2/28/20 12:14","Trump",47
"Texas","Univision/University of Houston/Latino Decisions",1004,"2/28/20 12:03","Biden",43
"Texas","Univision/University of Houston/Latino Decisions",1004,"2/28/20 12:03","Trump",46
"Texas","Univision/University of Houston/Latino Decisions",1004,"2/28/20 12:03","Sanders",45
"Texas","Univision/University of Houston/Latino Decisions",1004,"2/28/20 12:03","Trump",45
"Texas","Univision/University of Houston/Latino Decisions",1004,"2/28/20 12:03","Warren",41
"Texas","Univision/University of Houston/Latino Decisions",1004,"2/28/20 12:03","Trump",48
"Texas","Univision/University of Houston/Latino Decisions",1004,"2/28/20 12:03","Buttigieg",40
"Texas","Univision/University of Houston/Latino Decisions",1004,"2/28/20 12:03","Trump",46
"Texas","Univision/University of Houston/Latino Decisions",1004,"2/28/20 12:04","Bloomberg",44
"Texas","Univision/University of Houston/Latino Decisions",1004,"2/28/20 12:04","Trump",43
